constructorId,year,name_x,positionText,relation
6,2018,Ferrari,1,6
15,2018,Sauber,9,11
6,2018,Ferrari,2,6
9,2018,Red Bull,3,9
10,2018,Force India,7,10
15,2018,Sauber,9,11
131,2018,Mercedes,1,131
210,2018,Haas F1 Team,5,210
1,2018,McLaren,6,1
3,2018,Williams,10,3
4,2018,Renault,4,4
5,2018,Toro Rosso,8,5
5,2018,Toro Rosso,8,5
6,2018,Ferrari,2,6
10,2018,Force India,7,10
15,2018,Sauber,9,11
131,2018,Mercedes,1,131
210,2018,Haas F1 Team,5,210
1,2018,McLaren,6,1
3,2018,Williams,10,3
4,2018,Renault,4,4
5,2018,Toro Rosso,8,5
6,2018,Ferrari,2,6
9,2018,Red Bull,3,9
9,2018,Red Bull,3,9
10,2018,Force India,7,10
4,2018,Renault,4,4
210,2018,Haas F1 Team,5,210
15,2018,Sauber,9,11
131,2018,Mercedes,1,131
210,2018,Haas F1 Team,6,210
1,2018,McLaren,7,1
3,2018,Williams,10,3
4,2018,Renault,4,4
5,2018,Toro Rosso,8,5
6,2018,Ferrari,2,6
9,2018,Red Bull,3,9
10,2018,Force India,6,10
3,2018,Williams,10,3
15,2018,Sauber,9,11
210,2018,Haas F1 Team,5,210
1,2018,McLaren,6,1
3,2018,Williams,10,3
4,2018,Renault,4,4
5,2018,Toro Rosso,7,5
6,2018,Ferrari,2,6
9,2018,Red Bull,3,9
10,2018,Force India,9,10
15,2018,Sauber,8,11
131,2018,Mercedes,1,131
131,2018,Mercedes,1,131
131,2018,Mercedes,1,131
210,2018,Haas F1 Team,5,210
1,2018,McLaren,6,1
131,2018,Mercedes,1,131
210,2018,Haas F1 Team,5,210
1,2018,McLaren,6,1
3,2018,Williams,10,3
4,2018,Renault,4,4
5,2018,Toro Rosso,9,5
6,2018,Ferrari,2,6
9,2018,Red Bull,3,9
10,2018,Force India,7,10
15,2018,Sauber,8,11
15,2018,Sauber,8,11
131,2018,Mercedes,1,131
1,2018,McLaren,6,1
3,2018,Williams,10,3
4,2018,Renault,4,4
5,2018,Toro Rosso,9,5
6,2018,Ferrari,2,6
9,2018,Red Bull,3,9
10,2018,Force India,7,10
15,2018,Sauber,8,11
131,2018,Mercedes,1,131
210,2018,Haas F1 Team,5,210
210,2018,Haas F1 Team,5,210
10,2018,Force India,7,10
9,2018,Red Bull,3,9
6,2018,Ferrari,2,6
3,2018,Williams,10,3
4,2018,Renault,4,4
5,2018,Toro Rosso,8,5
6,2018,Ferrari,2,6
9,2018,Red Bull,3,9
10,2018,Force India,7,10
15,2018,Sauber,9,11
131,2018,Mercedes,1,131
210,2018,Haas F1 Team,5,210
1,2018,McLaren,6,1
3,2018,Williams,10,3
4,2018,Renault,4,4
5,2018,Toro Rosso,8,5
6,2018,Ferrari,2,6
9,2018,Red Bull,3,9
10,2018,Force India,7,10
15,2018,Sauber,9,11
131,2018,Mercedes,1,131
210,2018,Haas F1 Team,5,210
1,2018,McLaren,6,1
3,2018,Williams,10,3
4,2018,Renault,4,4
5,2018,Toro Rosso,9,5
10,2018,Force India,5,10
9,2018,Red Bull,3,9
1,2018,McLaren,6,1
5,2018,Toro Rosso,8,5
6,2018,Ferrari,2,6
210,2018,Haas F1 Team,7,210
1,2018,McLaren,4,1
3,2018,Williams,10,3
4,2018,Renault,5,4
5,2018,Toro Rosso,7,5
6,2018,Ferrari,1,6
9,2018,Red Bull,3,9
10,2018,Force India,6,10
15,2018,Sauber,9,11
131,2018,Mercedes,2,131
210,2018,Haas F1 Team,8,210
1,2018,McLaren,5,1
3,2018,Williams,10,3
4,2018,Renault,4,4
5,2018,Toro Rosso,8,5
6,2018,Ferrari,2,6
9,2018,Red Bull,3,9
10,2018,Force India,7,10
15,2018,Sauber,9,11
131,2018,Mercedes,1,131
210,2018,Haas F1 Team,6,210
1,2018,McLaren,5,1
15,2018,Sauber,8,11
3,2018,Williams,10,3
10,2018,Force India,9,10
6,2018,Ferrari,2,6
1,2018,McLaren,4,1
3,2018,Williams,8,3
4,2018,Renault,5,4
5,2018,Toro Rosso,9,5
6,2018,Ferrari,1,6
9,2018,Red Bull,3,9
10,2018,Force India,6,10
15,2018,Sauber,7,11
131,2018,Mercedes,2,131
210,2018,Haas F1 Team,10,210
1,2018,McLaren,3,1
3,2018,Williams,10,3
4,2018,Renault,5,4
5,2018,Toro Rosso,6,5
9,2018,Red Bull,4,9
10,2018,Force India,9,10
15,2018,Sauber,8,11
131,2018,Mercedes,2,131
210,2018,Haas F1 Team,7,210
1,2018,McLaren,4,1
3,2018,Williams,10,3
4,2018,Renault,5,4
5,2018,Toro Rosso,6,5
9,2018,Red Bull,3,9
4,2018,Renault,4,4
131,2018,Mercedes,1,131
5,2018,Toro Rosso,7,5
1,2018,McLaren,6,1
3,2018,Williams,10,3
4,2018,Renault,4,4
5,2018,Toro Rosso,8,5
6,2018,Ferrari,1,6
9,2018,Red Bull,3,9
10,2018,Force India,7,10
15,2018,Sauber,9,11
131,2018,Mercedes,2,131
210,2018,Haas F1 Team,5,210
210,2018,Haas F1 Team,7,210
1,2018,McLaren,7,1
4,2018,Renault,4,4
5,2018,Toro Rosso,8,5
6,2018,Ferrari,1,6
9,2018,Red Bull,3,9
10,2018,Force India,6,10
15,2018,Sauber,9,11
131,2018,Mercedes,2,131
210,2018,Haas F1 Team,5,210
1,2018,McLaren,7,1
3,2018,Williams,10,3
3,2018,Williams,10,3
131,2018,Mercedes,1,131
4,2018,Renault,4,4
1,2018,McLaren,5,1
6,2018,Ferrari,2,6
9,2018,Red Bull,3,9
10,2018,Force India,6,10
15,2018,Sauber,9,11
131,2018,Mercedes,1,131
210,2018,Haas F1 Team,8,210
15,2018,Sauber,9,11
3,2018,Williams,10,3
4,2018,Renault,4,4
5,2018,Toro Rosso,7,5
9,2018,Red Bull,3,9
6,2018,Ferrari,2,6
15,2018,Sauber,9,11
131,2018,Mercedes,1,131
210,2018,Haas F1 Team,8,210
1,2018,McLaren,5,1
3,2018,Williams,10,3
4,2018,Renault,4,4
5,2018,Toro Rosso,8,5
6,2018,Ferrari,2,6
9,2018,Red Bull,3,9
10,2018,Force India,6,10
10,2018,Force India,6,10
3,2019,Williams,10,3
5,2019,Toro Rosso,6,5
4,2019,Renault,5,4
1,2019,McLaren,4,1
131,2019,Mercedes,1,131
210,2019,Haas F1 Team,9,210
131,2019,Mercedes,1,131
51,2019,Alfa Romeo,8,11
9,2019,Red Bull,3,9
211,2019,Racing Point,7,10
6,2019,Ferrari,2,6
51,2019,Alfa Romeo,8,11
51,2019,Alfa Romeo,8,11
131,2019,Mercedes,1,131
210,2019,Haas F1 Team,9,210
211,2019,Racing Point,7,10
1,2019,McLaren,4,1
3,2019,Williams,10,3
4,2019,Renault,5,4
5,2019,Toro Rosso,6,5
6,2019,Ferrari,2,6
9,2019,Red Bull,3,9
6,2019,Ferrari,2,6
9,2019,Red Bull,3,9
5,2019,Toro Rosso,6,5
1,2019,McLaren,4,1
3,2019,Williams,10,3
131,2019,Mercedes,1,131
210,2019,Haas F1 Team,8,210
211,2019,Racing Point,7,10
1,2019,McLaren,4,1
3,2019,Williams,10,3
4,2019,Renault,6,4
5,2019,Toro Rosso,5,5
6,2019,Ferrari,2,6
9,2019,Red Bull,3,9
51,2019,Alfa Romeo,7,11
131,2019,Mercedes,1,131
210,2019,Haas F1 Team,9,210
211,2019,Racing Point,8,10
3,2019,Williams,10,3
4,2019,Renault,6,4
5,2019,Toro Rosso,5,5
6,2019,Ferrari,2,6
9,2019,Red Bull,3,9
51,2019,Alfa Romeo,8,11
131,2019,Mercedes,1,131
210,2019,Haas F1 Team,9,210
211,2019,Racing Point,7,10
1,2019,McLaren,4,1
4,2019,Renault,5,4
210,2019,Haas F1 Team,9,210
6,2019,Ferrari,2,6
1,2019,McLaren,4,1
210,2019,Haas F1 Team,9,210
211,2019,Racing Point,6,10
1,2019,McLaren,4,1
3,2019,Williams,10,3
4,2019,Renault,5,4
5,2019,Toro Rosso,6,5
6,2019,Ferrari,2,6
9,2019,Red Bull,3,9
51,2019,Alfa Romeo,8,11
131,2019,Mercedes,1,131
210,2019,Haas F1 Team,9,210
211,2019,Racing Point,7,10
1,2019,McLaren,4,1
3,2019,Williams,10,3
4,2019,Renault,5,4
5,2019,Toro Rosso,6,5
6,2019,Ferrari,2,6
9,2019,Red Bull,3,9
51,2019,Alfa Romeo,8,11
131,2019,Mercedes,1,131
210,2019,Haas F1 Team,9,210
211,2019,Racing Point,7,10
51,2019,Alfa Romeo,9,11
131,2019,Mercedes,1,131
211,2019,Racing Point,7,10
51,2019,Alfa Romeo,8,11
6,2019,Ferrari,2,6
3,2019,Williams,10,3
4,2019,Renault,5,4
5,2019,Toro Rosso,6,5
6,2019,Ferrari,2,6
9,2019,Red Bull,3,9
51,2019,Alfa Romeo,8,11
131,2019,Mercedes,1,131
210,2019,Haas F1 Team,9,210
211,2019,Racing Point,7,10
1,2019,McLaren,4,1
3,2019,Williams,10,3
4,2019,Renault,5,4
5,2019,Toro Rosso,6,5
6,2019,Ferrari,2,6
9,2019,Red Bull,3,9
51,2019,Alfa Romeo,8,11
131,2019,Mercedes,1,131
210,2019,Haas F1 Team,9,210
211,2019,Racing Point,7,10
1,2019,McLaren,4,1
3,2019,Williams,10,3
4,2019,Renault,5,4
5,2019,Toro Rosso,7,5
9,2019,Red Bull,3,9
9,2019,Red Bull,3,9
3,2019,Williams,10,3
5,2019,Toro Rosso,5,5
131,2019,Mercedes,1,131
210,2019,Haas F1 Team,6,210
211,2019,Racing Point,8,10
1,2019,McLaren,4,1
3,2019,Williams,10,3
4,2019,Renault,7,4
5,2019,Toro Rosso,9,5
6,2019,Ferrari,2,6
9,2019,Red Bull,3,9
51,2019,Alfa Romeo,6,11
51,2019,Alfa Romeo,5,11
131,2019,Mercedes,1,131
211,2019,Racing Point,5,10
1,2019,McLaren,4,1
4,2019,Renault,8,4
5,2019,Toro Rosso,9,5
6,2019,Ferrari,2,6
9,2019,Red Bull,3,9
51,2019,Alfa Romeo,7,11
131,2019,Mercedes,1,131
210,2019,Haas F1 Team,6,210
211,2019,Racing Point,5,10
210,2019,Haas F1 Team,8,210
9,2019,Red Bull,3,9
6,2019,Ferrari,2,6
5,2019,Toro Rosso,9,5
1,2019,McLaren,9,1
3,2019,Williams,10,3
4,2019,Renault,5,4
5,2019,Toro Rosso,8,5
6,2019,Ferrari,2,6
9,2019,Red Bull,3,9
51,2019,Alfa Romeo,6,11
131,2019,Mercedes,1,131
210,2019,Haas F1 Team,4,210
211,2019,Racing Point,7,10
6,2019,Ferrari,2,6
3,2019,Williams,10,3
4,2019,Renault,7,4
5,2019,Toro Rosso,8,5
6,2019,Ferrari,2,6
9,2019,Red Bull,3,9
51,2019,Alfa Romeo,4,11
131,2019,Mercedes,1,131
210,2019,Haas F1 Team,6,210
211,2019,Racing Point,9,10
1,2019,McLaren,7,1
3,2019,Williams,10,3
4,2019,Renault,4,4
1,2019,McLaren,4,1
3,2019,Williams,10,3
1,2019,McLaren,5,1
5,2019,Toro Rosso,7,5
1,2019,McLaren,4,1
3,2019,Williams,10,3
4,2019,Renault,5,4
5,2019,Toro Rosso,8,5
9,2019,Red Bull,3,9
51,2019,Alfa Romeo,6,11
131,2019,Mercedes,1,131
210,2019,Haas F1 Team,9,210
211,2019,Racing Point,7,10
1,2019,McLaren,4,1
211,2019,Racing Point,6,10
3,2019,Williams,10,3
5,2019,Toro Rosso,8,5
6,2019,Ferrari,2,6
9,2019,Red Bull,3,9
51,2019,Alfa Romeo,6,11
210,2019,Haas F1 Team,9,210
211,2019,Racing Point,7,10
1,2019,McLaren,4,1
3,2019,Williams,10,3
4,2019,Renault,6,4
4,2019,Renault,8,4
4,2019,Renault,5,4
210,2019,Haas F1 Team,9,210
131,2019,Mercedes,1,131
51,2019,Alfa Romeo,7,11
6,2019,Ferrari,2,6
131,2019,Mercedes,1,131
9,2019,Red Bull,3,9
51,2019,Alfa Romeo,9,11
131,2019,Mercedes,1,131
211,2019,Racing Point,5,10
1,2019,McLaren,4,1
3,2019,Williams,10,3
4,2019,Renault,5,4
5,2019,Toro Rosso,7,5
6,2019,Ferrari,2,6
210,2019,Haas F1 Team,6,210
51,2019,Alfa Romeo,9,11
9,2019,Red Bull,3,9
5,2019,Toro Rosso,8,5
4,2019,Renault,5,4
3,2019,Williams,10,3
6,2019,Ferrari,2,6
211,2019,Racing Point,6,10
9,2019,Red Bull,3,9
210,2019,Haas F1 Team,8,210
131,2019,Mercedes,1,131
1,2019,McLaren,4,1
210,2020,Haas F1 Team,9,210
211,2020,Racing Point,3,10
6,2020,Ferrari,6,6
1,2020,McLaren,4,1
3,2020,Williams,10,3
4,2020,Renault,5,4
213,2020,AlphaTauri,7,5
211,2020,Racing Point,3,10
51,2020,Alfa Romeo,8,11
131,2020,Mercedes,1,131
210,2020,Haas F1 Team,9,210
213,2020,AlphaTauri,7,5
1,2020,McLaren,4,1
131,2020,Mercedes,1,131
6,2020,Ferrari,6,6
3,2020,Williams,10,3
4,2020,Renault,3,4
9,2020,Red Bull,2,9
51,2020,Alfa Romeo,8,11
9,2020,Red Bull,2,9
6,2020,Ferrari,6,6
131,2020,Mercedes,1,131
51,2020,Alfa Romeo,8,11
9,2020,Red Bull,2,9
210,2020,Haas F1 Team,9,210
211,2020,Racing Point,4,10
213,2020,AlphaTauri,7,5
1,2020,McLaren,3,1
3,2020,Williams,10,3
9,2020,Red Bull,2,9
4,2020,Renault,5,4
51,2020,Alfa Romeo,8,11
131,2020,Mercedes,1,131
210,2020,Haas F1 Team,9,210
211,2020,Racing Point,4,10
213,2020,AlphaTauri,7,5
1,2020,McLaren,4,1
3,2020,Williams,10,3
4,2020,Renault,5,4
6,2020,Ferrari,6,6
51,2020,Alfa Romeo,8,11
210,2020,Haas F1 Team,9,210
210,2020,Haas F1 Team,9,210
131,2020,Mercedes,1,131
51,2020,Alfa Romeo,8,11
9,2020,Red Bull,2,9
211,2020,Racing Point,3,10
4,2020,Renault,5,4
3,2020,Williams,10,3
1,2020,McLaren,4,1
213,2020,AlphaTauri,7,5
211,2020,Racing Point,4,10
210,2020,Haas F1 Team,9,210
131,2020,Mercedes,1,131
51,2020,Alfa Romeo,8,11
9,2020,Red Bull,2,9
6,2020,Ferrari,6,6
4,2020,Renault,5,4
3,2020,Williams,10,3
9,2020,Red Bull,2,9
211,2020,Racing Point,3,10
213,2020,AlphaTauri,7,5
1,2020,McLaren,3,1
3,2020,Williams,10,3
211,2020,Racing Point,5,10
213,2020,AlphaTauri,7,5
1,2020,McLaren,4,1
3,2020,Williams,10,3
4,2020,Renault,5,4
6,2020,Ferrari,6,6
9,2020,Red Bull,2,9
51,2020,Alfa Romeo,8,11
131,2020,Mercedes,1,131
131,2020,Mercedes,1,131
213,2020,AlphaTauri,7,5
211,2020,Racing Point,4,10
210,2020,Haas F1 Team,9,210
131,2020,Mercedes,1,131
51,2020,Alfa Romeo,8,11
9,2020,Red Bull,2,9
6,2020,Ferrari,6,6
4,2020,Renault,5,4
210,2020,Haas F1 Team,9,210
6,2020,Ferrari,6,6
6,2020,Ferrari,6,6
3,2020,Williams,10,3
3,2020,Williams,10,3
4,2020,Renault,6,4
6,2020,Ferrari,5,6
9,2020,Red Bull,2,9
51,2020,Alfa Romeo,8,11
131,2020,Mercedes,1,131
210,2020,Haas F1 Team,9,210
211,2020,Racing Point,4,10
213,2020,AlphaTauri,7,5
1,2020,McLaren,3,1
3,2020,Williams,10,3
4,2020,Renault,6,4
6,2020,Ferrari,4,6
9,2020,Red Bull,2,9
51,2020,Alfa Romeo,8,11
131,2020,Mercedes,1,131
210,2020,Haas F1 Team,9,210
1,2020,McLaren,3,1
213,2020,AlphaTauri,7,5
211,2020,Racing Point,4,10
210,2020,Haas F1 Team,10,210
1,2020,McLaren,3,1
1,2020,McLaren,2,1
3,2020,Williams,8,3
4,2020,Renault,6,4
6,2020,Ferrari,3,6
9,2020,Red Bull,9,9
51,2020,Alfa Romeo,7,11
131,2020,Mercedes,1,131
211,2020,Racing Point,5,10
210,2020,Haas F1 Team,10,210
213,2020,AlphaTauri,5,5
1,2020,McLaren,2,1
3,2020,Williams,9,3
4,2020,Renault,6,4
6,2020,Ferrari,5,6
9,2020,Red Bull,3,9
51,2020,Alfa Romeo,8,11
131,2020,Mercedes,1,131
211,2020,Racing Point,4,10
4,2020,Renault,5,4
213,2020,AlphaTauri,7,5
3,2020,Williams,10,3
9,2020,Red Bull,2,9
51,2020,Alfa Romeo,8,11
131,2020,Mercedes,1,131
210,2020,Haas F1 Team,9,210
211,2020,Racing Point,4,10
213,2020,AlphaTauri,7,5
1,2020,McLaren,3,1
3,2020,Williams,10,3
4,2020,Renault,5,4
6,2020,Ferrari,6,6
9,2020,Red Bull,2,9
51,2020,Alfa Romeo,8,11
131,2020,Mercedes,1,131
210,2020,Haas F1 Team,9,210
211,2020,Racing Point,4,10
213,2020,AlphaTauri,7,5
1,2020,McLaren,3,1
6,2020,Ferrari,5,6
4,2020,Renault,6,4
3,2020,Williams,10,3
1,2020,McLaren,3,1
4,2020,Renault,6,4
6,2020,Ferrari,3,6
9,2020,Red Bull,2,9
51,2020,Alfa Romeo,8,11
