race_name,year,constructor_name,positionText
Monaco Grand Prix,1975,Penske,9
Spanish Grand Prix,1975,March,8
Monaco Grand Prix,1975,Ensign,17
Brazilian Grand Prix,1975,Lola,10
Brazilian Grand Prix,1975,Team Lotus,8
Brazilian Grand Prix,1975,Brabham,2
Brazilian Grand Prix,1975,March,9
Brazilian Grand Prix,1975,Fittipaldi,14
Brazilian Grand Prix,1975,Surtees,11
Brazilian Grand Prix,1975,Tyrrell,5
Brazilian Grand Prix,1975,Penske,7
Brazilian Grand Prix,1975,Parnelli,6
Brazilian Grand Prix,1975,Shadow-Ford,13
Brazilian Grand Prix,1975,BRM,15
South African Grand Prix,1975,McLaren,2
South African Grand Prix,1975,Williams,14
South African Grand Prix,1975,Ferrari,4
Brazilian Grand Prix,1975,Hesketh,3
South African Grand Prix,1975,Tyrrell,3
Brazilian Grand Prix,1975,Ferrari,4
Brazilian Grand Prix,1975,McLaren,1
Argentine Grand Prix,1975,McLaren,1
Argentine Grand Prix,1975,Williams,11
Argentine Grand Prix,1975,Ferrari,4
Argentine Grand Prix,1975,Tyrrell,5
Argentine Grand Prix,1975,Lola,9
Argentine Grand Prix,1975,Team Lotus,7
Brazilian Grand Prix,1975,Williams,12
Argentine Grand Prix,1975,Brabham,3
Argentine Grand Prix,1975,Fittipaldi,14
Argentine Grand Prix,1975,Penske,6
Argentine Grand Prix,1975,Hesketh,2
Argentine Grand Prix,1975,Parnelli,12
Argentine Grand Prix,1975,Shadow-Ford,10
Argentine Grand Prix,1975,BRM,13
Argentine Grand Prix,1975,March,8
South African Grand Prix,1975,Lola,12
South African Grand Prix,1975,Team Lotus,9
South African Grand Prix,1975,Brabham,1
Spanish Grand Prix,1975,Surtees,13
Spanish Grand Prix,1975,Penske,9
Spanish Grand Prix,1975,Hesketh,5
Spanish Grand Prix,1975,Parnelli,11
Spanish Grand Prix,1975,Shadow-Ford,7
Spanish Grand Prix,1975,BRM,16
Spanish Grand Prix,1975,Ensign,17
Monaco Grand Prix,1975,McLaren,1
Monaco Grand Prix,1975,Ferrari,3
Monaco Grand Prix,1975,Tyrrell,4
Monaco Grand Prix,1975,Team Lotus,6
Monaco Grand Prix,1975,Brabham,2
Monaco Grand Prix,1975,March,8
Monaco Grand Prix,1975,Fittipaldi,15
Monaco Grand Prix,1975,Williams,10
Spanish Grand Prix,1975,Fittipaldi,15
Austrian Grand Prix,1975,March,7
Spanish Grand Prix,1975,Brabham,1
South African Grand Prix,1975,March,11
South African Grand Prix,1975,Fittipaldi,15
South African Grand Prix,1975,Surtees,13
South African Grand Prix,1975,Penske,6
South African Grand Prix,1975,Hesketh,5
South African Grand Prix,1975,Parnelli,7
South African Grand Prix,1975,Shadow-Ford,10
South African Grand Prix,1975,BRM,16
South African Grand Prix,1975,Embassy Hill,8
Spanish Grand Prix,1975,McLaren,2
Spanish Grand Prix,1975,Williams,10
Spanish Grand Prix,1975,Ferrari,4
Spanish Grand Prix,1975,Tyrrell,3
Spanish Grand Prix,1975,Lola,14
Spanish Grand Prix,1975,Team Lotus,6
Monaco Grand Prix,1975,Surtees,13
Austrian Grand Prix,1975,Fittipaldi,17
German Grand Prix,1975,Tyrrell,5
Austrian Grand Prix,1975,Surtees,14
Italian Grand Prix,1975,McLaren,3
Italian Grand Prix,1975,Williams,9
Austrian Grand Prix,1975,Ensign,13
Italian Grand Prix,1975,Tyrrell,5
Italian Grand Prix,1975,Team Lotus,8
Italian Grand Prix,1975,Brabham,2
Italian Grand Prix,1975,March,7
Italian Grand Prix,1975,Fittipaldi,17
Italian Grand Prix,1975,Ensign,13
Italian Grand Prix,1975,Hesketh,4
Italian Grand Prix,1975,Parnelli,10
Italian Grand Prix,1975,Shadow-Ford,6
Italian Grand Prix,1975,BRM,15
British Grand Prix,1975,Maki,19
Italian Grand Prix,1975,Embassy Hill,11
Italian Grand Prix,1975,Maki,20
United States Grand Prix,1975,McLaren,3
United States Grand Prix,1975,Williams,9
United States Grand Prix,1975,Ferrari,1
United States Grand Prix,1975,Tyrrell,5
United States Grand Prix,1975,Team Lotus,7
United States Grand Prix,1975,Brabham,2
United States Grand Prix,1975,March,8
United States Grand Prix,1975,Fittipaldi,16
United States Grand Prix,1975,Ensign,13
United States Grand Prix,1975,Penske,12
United States Grand Prix,1975,Hesketh,4
United States Grand Prix,1975,Parnelli,10
Italian Grand Prix,1975,Shadow-Matra,19
United States Grand Prix,1975,Shadow-Ford,6
British Grand Prix,1975,Lyncar,18
British Grand Prix,1975,Shadow-Ford,8
French Grand Prix,1975,McLaren,3
French Grand Prix,1975,Williams,12
French Grand Prix,1975,Ferrari,1
French Grand Prix,1975,Tyrrell,5
French Grand Prix,1975,Team Lotus,6
French Grand Prix,1975,Brabham,2
French Grand Prix,1975,March,10
French Grand Prix,1975,Fittipaldi,17
French Grand Prix,1975,Ensign,16
French Grand Prix,1975,Surtees,13
French Grand Prix,1975,Penske,9
French Grand Prix,1975,Hesketh,4
French Grand Prix,1975,Parnelli,7
British Grand Prix,1975,Embassy Hill,11
French Grand Prix,1975,Shadow-Ford,8
French Grand Prix,1975,Embassy Hill,11
British Grand Prix,1975,McLaren,3
British Grand Prix,1975,Williams,12
British Grand Prix,1975,Ferrari,1
British Grand Prix,1975,Tyrrell,5
British Grand Prix,1975,Team Lotus,6
British Grand Prix,1975,Brabham,2
British Grand Prix,1975,March,9
British Grand Prix,1975,Fittipaldi,17
British Grand Prix,1975,Ensign,16
British Grand Prix,1975,Surtees,13
British Grand Prix,1975,Hesketh,4
British Grand Prix,1975,Parnelli,7
French Grand Prix,1975,BRM,14
United States Grand Prix,1975,Embassy Hill,11
Italian Grand Prix,1975,Ferrari,1
Austrian Grand Prix,1975,Shadow-Ford,6
Austrian Grand Prix,1975,BRM,15
Austrian Grand Prix,1975,Embassy Hill,11
Austrian Grand Prix,1975,Shadow-Matra,19
Austrian Grand Prix,1975,Maki,20
Austrian Grand Prix,1975,Parnelli,10
Austrian Grand Prix,1975,Hesketh,4
German Grand Prix,1976,Ligier,5
Monaco Grand Prix,1976,Penske,9
Monaco Grand Prix,1976,Hesketh,18
Monaco Grand Prix,1976,Boro,15
Swedish Grand Prix,1976,McLaren,3
Swedish Grand Prix,1976,Ferrari,1
Swedish Grand Prix,1976,Tyrrell,2
Monaco Grand Prix,1976,Surtees,11
Swedish Grand Prix,1976,Ligier,4
Swedish Grand Prix,1976,March,5
Swedish Grand Prix,1976,Fittipaldi,12
Swedish Grand Prix,1976,Ensign,10
Swedish Grand Prix,1976,Shadow,6
Swedish Grand Prix,1976,Brabham-Alfa Romeo,8
Swedish Grand Prix,1976,Wolf,14
Swedish Grand Prix,1976,Team Lotus,7
Monaco Grand Prix,1976,Wolf,14
Monaco Grand Prix,1976,Brabham-Alfa Romeo,8
Monaco Grand Prix,1976,Shadow,6
Belgian Grand Prix,1976,Penske,9
German Grand Prix,1976,Brabham-Alfa Romeo,6
German Grand Prix,1976,Shadow,8
German Grand Prix,1976,Ensign,12
German Grand Prix,1976,Fittipaldi,11
Belgian Grand Prix,1976,Hesketh,18
Belgian Grand Prix,1976,Boro,15
Monaco Grand Prix,1976,McLaren,3
Monaco Grand Prix,1976,Ferrari,1
Monaco Grand Prix,1976,Tyrrell,2
Monaco Grand Prix,1976,Ligier,4
Monaco Grand Prix,1976,Team Lotus,7
Monaco Grand Prix,1976,March,5
Monaco Grand Prix,1976,Fittipaldi,12
Monaco Grand Prix,1976,Ensign,10
Swedish Grand Prix,1976,Surtees,11
German Grand Prix,1976,Team Lotus,7
Swedish Grand Prix,1976,Penske,9
Swedish Grand Prix,1976,Boro,15
British Grand Prix,1976,Team Lotus,7
British Grand Prix,1976,March,9
British Grand Prix,1976,Fittipaldi,11
British Grand Prix,1976,Ensign,12
British Grand Prix,1976,Shadow,6
British Grand Prix,1976,Brabham-Alfa Romeo,8
British Grand Prix,1976,Ligier,5
British Grand Prix,1976,Wolf,14
British Grand Prix,1976,Surtees,10
British Grand Prix,1976,Penske,4
British Grand Prix,1976,Hesketh,15
German Grand Prix,1976,McLaren,3
German Grand Prix,1976,Ferrari,1
German Grand Prix,1976,Tyrrell,2
British Grand Prix,1976,Brabham-Ford,18
British Grand Prix,1976,Tyrrell,2
British Grand Prix,1976,Ferrari,1
British Grand Prix,1976,McLaren,3
French Grand Prix,1976,McLaren,3
German Grand Prix,1976,March,9
French Grand Prix,1976,Tyrrell,2
French Grand Prix,1976,Ligier,4
French Grand Prix,1976,Team Lotus,6
French Grand Prix,1976,March,8
French Grand Prix,1976,Fittipaldi,12
French Grand Prix,1976,Ensign,10
French Grand Prix,1976,Shadow,9
French Grand Prix,1976,Brabham-Alfa Romeo,7
French Grand Prix,1976,Wolf,14
French Grand Prix,1976,Brabham-Ford,17
French Grand Prix,1976,Surtees,11
French Grand Prix,1976,Penske,5
French Grand Prix,1976,Hesketh,18
Swedish Grand Prix,1976,Hesketh,18
French Grand Prix,1976,Ferrari,1
South African Grand Prix,1976,Team Lotus,11
Belgian Grand Prix,1976,Surtees,11
South African Grand Prix,1976,Shadow,4
South African Grand Prix,1976,Brabham-Alfa Romeo,10
South African Grand Prix,1976,Wolf,8
South African Grand Prix,1976,Surtees,13
South African Grand Prix,1976,Penske,6
South African Grand Prix,1976,Hesketh,15
South African Grand Prix,1976,Ensign,14
South African Grand Prix,1976,Parnelli,7
United States Grand Prix West,1976,Ferrari,1
United States Grand Prix West,1976,Tyrrell,2
United States Grand Prix West,1976,Ligier,6
United States Grand Prix West,1976,Team Lotus,14
United States Grand Prix West,1976,March,5
United States Grand Prix West,1976,Fittipaldi,8
United States Grand Prix West,1976,McLaren,3
South African Grand Prix,1976,Fittipaldi,12
Brazilian Grand Prix,1976,McLaren,5
Brazilian Grand Prix,1976,Williams,7
South African Grand Prix,1976,Ligier,16
South African Grand Prix,1976,Tyrrell,2
South African Grand Prix,1976,Ferrari,1
South African Grand Prix,1976,McLaren,3
Brazilian Grand Prix,1976,BRM,13
Brazilian Grand Prix,1976,Penske,12
Brazilian Grand Prix,1976,Wolf,6
Brazilian Grand Prix,1976,Brabham-Alfa Romeo,8
Brazilian Grand Prix,1976,Shadow,3
Brazilian Grand Prix,1976,Fittipaldi,9
Brazilian Grand Prix,1976,March,4
Brazilian Grand Prix,1976,Team Lotus,11
Brazilian Grand Prix,1976,Ligier,10
Brazilian Grand Prix,1976,Tyrrell,2
Brazilian Grand Prix,1976,Ferrari,1
United States Grand Prix West,1976,Ensign,11
United States Grand Prix West,1976,Shadow,4
United States Grand Prix West,1976,Brabham-Alfa Romeo,12
United States Grand Prix West,1976,Wolf,10
Spanish Grand Prix,1976,Hesketh,17
Spanish Grand Prix,1976,Boro,16
Belgian Grand Prix,1976,McLaren,2
Belgian Grand Prix,1976,Ferrari,1
Belgian Grand Prix,1976,Tyrrell,3
German Grand Prix,1976,Wolf,14
Belgian Grand Prix,1976,Ligier,4
Belgian Grand Prix,1976,Team Lotus,6
Belgian Grand Prix,1976,March,8
Belgian Grand Prix,1976,Fittipaldi,12
Belgian Grand Prix,1976,Ensign,10
Belgian Grand Prix,1976,Shadow,5
Belgian Grand Prix,1976,Brabham-Alfa Romeo,7
Belgian Grand Prix,1976,Wolf,14
Belgian Grand Prix,1976,Brabham-Ford,17
Spanish Grand Prix,1976,Penske,10
South African Grand Prix,1976,March,5
Spanish Grand Prix,1976,Surtees,14
Spanish Grand Prix,1976,Wolf,13
United States Grand Prix West,1976,Surtees,15
United States Grand Prix West,1976,Penske,7
United States Grand Prix West,1976,Hesketh,16
United States Grand Prix West,1976,Parnelli,9
Spanish Grand Prix,1976,McLaren,2
Spanish Grand Prix,1976,Williams,15
Spanish Grand Prix,1976,Ferrari,1
Spanish Grand Prix,1976,Tyrrell,3
Spanish Grand Prix,1976,Ligier,8
Spanish Grand Prix,1976,Team Lotus,5
Spanish Grand Prix,1976,March,7
Spanish Grand Prix,1976,Fittipaldi,11
Spanish Grand Prix,1976,Ensign,9
Spanish Grand Prix,1976,Shadow,4
Spanish Grand Prix,1976,Brabham-Alfa Romeo,6
Spanish Grand Prix,1976,Brabham-Ford,19
German Grand Prix,1976,Brabham-Ford,18
Swedish Grand Prix,1976,Brabham-Ford,17
German Grand Prix,1976,Penske,4
Japanese Grand Prix,1976,Shadow,8
Japanese Grand Prix,1976,Fittipaldi,11
Japanese Grand Prix,1976,March,7
Japanese Grand Prix,1976,Team Lotus,4
Japanese Grand Prix,1976,Ligier,6
Japanese Grand Prix,1976,Tyrrell,3
Japanese Grand Prix,1976,Ferrari,1
Japanese Grand Prix,1976,McLaren,2
United States Grand Prix,1976,Hesketh,15
United States Grand Prix,1976,Penske,4
United States Grand Prix,1976,Wolf,14
United States Grand Prix,1976,Brabham-Alfa Romeo,9
United States Grand Prix,1976,Shadow,8
United States Grand Prix,1976,Ensign,12
United States Grand Prix,1976,Fittipaldi,11
United States Grand Prix,1976,March,7
United States Grand Prix,1976,Team Lotus,6
United States Grand Prix,1976,Ligier,5
United States Grand Prix,1976,Tyrrell,3
Japanese Grand Prix,1976,Brabham-Alfa Romeo,9
United States Grand Prix,1976,Ferrari,1
Japanese Grand Prix,1976,Wolf,15
Japanese Grand Prix,1976,Penske,5
Italian Grand Prix,1976,Boro,16
Italian Grand Prix,1976,Hesketh,15
Italian Grand Prix,1976,Penske,5
Italian Grand Prix,1976,Surtees,10
Italian Grand Prix,1976,Wolf,14
Italian Grand Prix,1976,Brabham-Alfa Romeo,9
Italian Grand Prix,1976,Shadow,8
Italian Grand Prix,1976,Ensign,12
Italian Grand Prix,1976,Fittipaldi,11
Italian Grand Prix,1976,March,6
Italian Grand Prix,1976,Team Lotus,7
German Grand Prix,1976,Surtees,10
Italian Grand Prix,1976,Ligier,4
Italian Grand Prix,1976,Tyrrell,2
Italian Grand Prix,1976,Ferrari,1
Italian Grand Prix,1976,McLaren,3
Japanese Grand Prix,1976,Maki,21
Japanese Grand Prix,1976,Kojima,18
Japanese Grand Prix,1976,Hesketh,14
Japanese Grand Prix,1976,Surtees,10
United States Grand Prix,1976,McLaren,2
United States Grand Prix,1976,Surtees,10
Canadian Grand Prix,1976,Hesketh,15
Dutch Grand Prix,1976,Team Lotus,6
Dutch Grand Prix,1976,Ligier,5
Dutch Grand Prix,1976,Ferrari,1
Dutch Grand Prix,1976,McLaren,2
Austrian Grand Prix,1976,Hesketh,15
Austrian Grand Prix,1976,Penske,4
Austrian Grand Prix,1976,Surtees,10
Austrian Grand Prix,1976,Brabham-Ford,18
Austrian Grand Prix,1976,Wolf,14
Austrian Grand Prix,1976,Brabham-Alfa Romeo,7
Austrian Grand Prix,1976,Shadow,8
Austrian Grand Prix,1976,Ensign,12
Austrian Grand Prix,1976,Fittipaldi,11
Austrian Grand Prix,1976,March,9
Austrian Grand Prix,1976,Team Lotus,6
Austrian Grand Prix,1976,Ligier,5
Austrian Grand Prix,1976,Tyrrell,2
Austrian Grand Prix,1976,McLaren,3
German Grand Prix,1976,Hesketh,15
Dutch Grand Prix,1976,March,9
Dutch Grand Prix,1976,Fittipaldi,11
Dutch Grand Prix,1976,Tyrrell,3
Dutch Grand Prix,1976,Shadow,7
Canadian Grand Prix,1976,Penske,6
Canadian Grand Prix,1976,Surtees,10
Canadian Grand Prix,1976,Wolf,14
Canadian Grand Prix,1976,Brabham-Alfa Romeo,9
Canadian Grand Prix,1976,Shadow,8
Canadian Grand Prix,1976,Ensign,12
Canadian Grand Prix,1976,Fittipaldi,11
Canadian Grand Prix,1976,March,7
Canadian Grand Prix,1976,Team Lotus,5
Canadian Grand Prix,1976,Ligier,4
Canadian Grand Prix,1976,Tyrrell,3
Canadian Grand Prix,1976,Ferrari,1
Dutch Grand Prix,1976,Ensign,12
Dutch Grand Prix,1976,Boro,16
Canadian Grand Prix,1976,McLaren,2
Dutch Grand Prix,1976,Brabham-Alfa Romeo,8
Dutch Grand Prix,1976,Wolf,14
Dutch Grand Prix,1976,Surtees,10
Dutch Grand Prix,1976,Penske,4
Dutch Grand Prix,1976,Hesketh,15
